State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Description",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"25th Percentile","75th Percentile",Notes,Source,Location
"District of Columbia","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",78.2,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.8964, -77.0262)"
"District of Columbia","Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,"Medicaid & CHIP & Dual Eligibles",Hybrid,51.0,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.8964, -77.0262)"
Virginia,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",74.8,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(37.768, -78.2057)"
Wyoming,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",36.7,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(42.7475, -107.2085)"
Washington,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,Medicaid,Administrative,37.0,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",46.3,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.8964, -77.0262)"
"West Virginia","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",42.2,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.468, -80.9696)"
Vermont,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,"Medicaid & CHIP",Administrative,56.3,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
"West Virginia","Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Hybrid,59.1,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
Washington,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",41.0,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(47.3917, -121.5708)"
Vermont,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,"Medicaid & CHIP",Administrative,69.3,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
"West Virginia","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,7.7,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
Washington,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,Medicaid,Administrative,29.8,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",45.4,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.8964, -77.0262)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,25.9,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.8964, -77.0262)"
Vermont,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,42.4,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
Utah,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",69.8,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.1135, -111.8535)"
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,75.4,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,15.2,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.8964, -77.0262)"
Vermont,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & CHIP",Administrative,56.1,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
"West Virginia","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,Medicaid,Hybrid,56.0,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
Vermont,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",52.9,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(44.0407, -72.7093)"
Virginia,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",39.3,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(37.768, -78.2057)"
Washington,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,Medicaid,Hybrid,82.2,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
Virginia,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,"Medicaid & CHIP",Administrative,48.5,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(37.768, -78.2057)"
Washington,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,Medicaid,Administrative,63.5,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
"West Virginia","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64",2015,Medicaid,Hybrid,79.2,37,81.9,77.6,85.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,47.9,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.8964, -77.0262)"
Washington,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",44.3,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(47.3917, -121.5708)"
"West Virginia","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,16.5,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
"District of Columbia","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,76.2,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.8964, -77.0262)"
Washington,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Hybrid,51.6,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
"West Virginia","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,46.4,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
Vermont,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",56.3,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(44.0407, -72.7093)"
Utah,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",40.2,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.1135, -111.8535)"
"District of Columbia","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,2.4,26,14.7,6.9,20.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.8964, -77.0262)"
Vermont,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & CHIP",Administrative,81.0,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
Wyoming,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",68.9,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(42.7475, -107.2085)"
"West Virginia","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,"Medicaid & Dual Eligibles",Administrative,32.7,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.468, -80.9696)"
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,60.3,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
Virginia,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",33.0,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(37.768, -78.2057)"
Washington,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,Medicaid,Administrative,77.7,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
Vermont,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,"Medicaid & CHIP",Administrative,70.5,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
Vermont,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,"Medicaid & CHIP",Administrative,57.3,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.0407, -72.7093)"
Washington,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,54.4,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(47.3917, -121.5708)"
