State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,"Rate Used in Calculating State Mean and Median"
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,38.6,32,38.8,36.3,41.5,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,4.4,32,11.6,7.7,15.3,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,32.4,32,46.3,38.4,56.7,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,6.4,32,25.4,13.6,35.6,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,39.9,32,38.5,34.7,40.9,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,7.0,32,11.2,8.7,13.3,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,37.2,34,40,36.2,43.7,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,4.9,34,14.5,9.9,19.6,,"Rates include FFS population. State attributes low engagement rates to substance use treatment services being limited to pregnant women in the state's adult Medicaid population during the measurement year.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,10.1,29,10.6,7.7,12.8,,"Rates include FFS population. Rates exclude services provided by Indian Health Service and may not capture all services reimbursed on a per diem basis, such as those provided by Rural Health Clinics and Federally Qualified Health Centers.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,41.0,29,39.4,32.2,45.7,,"Rates include FFS population. Rates exclude services provided by Indian Health Service and may not capture all services reimbursed on a per diem basis, such as those provided by Rural Health Clinics and Federally Qualified Health Centers.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,1.5,29,0.8,0.4,1.9,,"Rates include FFS population. Rates exclude services provided by Indian Health Service and may not capture all services reimbursed on a per diem basis, such as those provided by Rural Health Clinics and Federally Qualified Health Centers.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Dakota","Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,15.4,29,12.9,8.5,15.3,,"Rates include FFS population. Rates exclude services provided by Indian Health Service and may not capture all services reimbursed on a per diem basis, such as those provided by Rural Health Clinics and Federally Qualified Health Centers.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2018,Medicaid,Administrative,59.6,33,57.7,54.4,64.9,,"Rate includes managed care population (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2018,Medicaid,Administrative,47.1,33,50.3,47,52.6,,"Rates include managed care population (4 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2018,Medicaid,Administrative,30.6,33,34.8,30.6,37.6,,"Rates include managed care population (4 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2018,Medicaid,Administrative,83.5,32,80.1,76.9,82.4,,"Rate includes managed care population (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,24.7,31,38.4,30.2,49.3,,"Rates include managed care population (4 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,41.8,31,54.5,45.3,59.3,,"Rates include managed care population (4 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,3.9,30,11.7,6.4,17.9,,"Rates include managed care population (4 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,6.1,30,17.1,10.7,27.5,,"Rates include managed care population (4 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2018,Medicaid,Administrative,35.1,43,38,30.5,51,,"Rates include managed care population (4 MCOs) age 6 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2018,Medicaid,Administrative,57.2,42,58.6,51.1,67,,"Rates include managed care population (4 MCOs) age 6 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,45.3,32,38.8,36.3,41.5,,"Rates include managed care population (4 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Tennessee,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,11.1,32,11.6,7.7,15.3,,"Rates include managed care population (4 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
