State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,Location
Texas,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older",PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Enrollee Months: Ages 40-64",2017,Medicaid,Administrative,142.2,25,70.4,100.5,52.8,,"Rate includes FFS and managed care populations (23 MCOs) age 40 and older. Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Texas
(31.447238, -99.317341)"
Wisconsin,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,Medicaid,Hybrid,66.7,39,60.1,54.1,65.9,,"Rate includes managed care population (18 MCOs), representing 62 percent of the population. Rate excludes FFS population, representing 38 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is not available.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Wisconsin
(44.639954, -89.732969)"
Washington,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,Medicaid,Hybrid,55.8,40,55.0,48.4,60.1,,"Rate includes managed care population (5 MCOs), representing 89 percent of the population. Rate excludes FFS and PCCM populations, representing 11 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 266,441.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Washington
(47.411715, -120.592492)"
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2017,Medicaid,Administrative,58.8,42,41.9,33.5,59.4,,"Rates include managed care population (4 MCOs) age 6 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
Vermont,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,59.5,42,41.9,33.5,59.4,,"Rates include FFS population. Administrative data sources are MMIS and encounter data from the state Department of Mental Health Monthly Service Report (MSR) database. State developed a crosswalk between the HEDIS technical specifications and the MSR database to create ""HEDIS-like"" rates that more accurately capture the follow-up visits by beneficiaries. Rates and methodology were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Vermont
(44.075252, -72.662695)"
Utah,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2017,"Medicaid & Dual Eligibles",Hybrid,87.3,38,84.5,78.4,87.4,,"Rate includes managed care population (4 MCOs) ages 18 to 75, representing 78 percent of the population. Rate excludes FFS population, representing 22 percent of the population. Denominator is the sample size; measure-eligible population is 4,691. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Utah
(39.323779, -111.678222)"
Vermont,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee Months: Ages 18-64",2017,"Medicaid & CHIP",Administrative,9.5,29,18.0,23.4,14.1,,"Rate includes FFS population. Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Vermont
(44.075252, -72.662695)"
Tennessee,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2017,Medicaid,Administrative,46.5,33,50.4,45.5,52.6,,"Rates include managed care population (4 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
"South Carolina","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2017,"Medicaid & CHIP",Administrative,61.9,31,61.9,56.6,66.2,,"Rate includes FFS and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","South Carolina
(33.878572, -80.864614)"
Washington,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39",PQI15-AD,"Inpatient Hospital Admissions for Asthma per 100,000 Enrollee-Months: Ages 18-39",2017,Medicaid,Administrative,4.2,26,5.8,8.8,4.0,,"Rate includes FFS, PCCM, and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Washington
(47.411715, -120.592492)"
"West Virginia","Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee Months: Ages 18-64",2017,"Medicaid & Dual Eligibles",Administrative,20.9,29,18.0,23.4,14.1,,"Rate includes FFS and managed care populations (4 MCOs). Rate includes beneficiaries who were of appropriate age at any time during the measurement year. Rate does not exclude transfers from other hospitals, skilled nursing facilities, intermediate care facilities, and other health facilities.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
Tennessee,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18-74",ABA-AD,"Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18-64 Years",2017,Medicaid,Hybrid,87.0,32,78.6,27.6,87.7,,"Rate includes managed care population (4 MCOs) ages 18 to 74. Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 323,724. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
Virginia,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP",Administrative,44.8,42,41.9,33.5,59.4,,"Rates include managed care population (6 MCOs) age 6 and older. Rates exclude Medicare-Medicaid Dual Eligibles. State obtained rates from the NCQA Quality Compass and denominator is not available.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Virginia
(37.510861, -78.666382)"
Wisconsin,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2017,Medicaid,Administrative,14.3,31,14.5,10.3,17.8,,"Rate includes managed care population (18 MCOs), representing 62 percent of the population. Rate excludes FFS population, representing 38 percent of the population, and Medicare-Medicaid Dual Eligibles. State is only able to report the Engagement rate for this measure for FFY 2017.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Wisconsin
(44.639954, -89.732969)"
Washington,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee Months: Ages 18-64",2017,Medicaid,Administrative,14.1,29,18.0,23.4,14.1,,"Rate includes FFS, PCCM, and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Washington
(47.411715, -120.592492)"
"Rhode Island","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64 Years",2017,"Medicaid & CHIP",Administrative,63.5,39,54.7,48.4,60.9,,"Rate includes managed care population (2 MCOs) ages 50 to 74, representing 87 percent of the population. Rate excludes FFS and PCCM populations, representing 13 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Rhode Island
(41.572574, -71.534637)"
"Rhode Island","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2017,"Medicaid & CHIP",Administrative,66.2,31,61.9,56.6,66.2,,"Rate includes managed care population (2 MCOs), representing 87 percent of the population. Rate excludes FFS and PCCM populations, representing 13 percent of the population, and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Rhode Island
(41.572574, -71.534637)"
Texas,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,Medicaid,"Administrative & Hybrid",66.6,39,60.1,54.1,65.9,,"Rate includes FFS and managed care populations (24 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. The rates for the state's FFS population and six MCOs were calculated using the administrative method. Eighteen MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Texas
(31.447238, -99.317341)"
Washington,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee Months: Ages 18-64",2017,Medicaid,Administrative,15.9,25,21.9,30.8,16.4,,"Rate includes FFS, PCCM, and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Washington
(47.411715, -120.592492)"
Tennessee,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24 Years",2017,Medicaid,Administrative,57.4,40,61.1,54.3,67.9,,"Rate includes managed care population (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
Utah,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2017,"Medicaid & Dual Eligibles",Administrative,90.2,30,78.9,73.6,80.6,,"Rate includes managed care population (4 MCOs), representing 78 percent of the population. Rate excludes FFS population, representing 22 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Utah
(39.323779, -111.678222)"
"West Virginia","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,"Medicaid & Dual Eligibles",Administrative,52.5,43,63.6,54.8,74.6,,"Rates include FFS and managed care populations (4 MCOs). Continuous enrollment criteria were not applied because the state cannot assess enrollment on specific dates. Denominator includes discharges that occurred during the last month of the measurement year. Rates exclude discharges followed by a direct transfer to another acute care facility or a readmission for diagnosis within 30 days of discharge. Numerator includes the following provider types: 20-23 (mental health facilities), 365 (psychiatry), 458 (child psychiatry), 824 (psychiatric nurse), 853 (supportive therapists), and 860 (psychologist). Denominator includes beneficiaries who were ages 21 to 64 at any time during the measurement year. Rates include paid claims only.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
