"state","population","measure_abbreviation","state_rate","ffy"
"Georgia","Medicaid","NCIDDS-AD","95.6","2022"
"Georgia","Medicaid","BCS-AD","47.8","2022"
"Georgia","Medicaid","CCS-AD","61.1","2022"
"Georgia","Medicaid","CHL-AD","64.1","2022"
"Illinois","Medicaid","NCIDDS-AD","96.5","2022"
"Illinois","Medicaid","NCIDDS-AD","97.0","2022"
"Indiana","Medicaid","NCIDDS-AD","90.2","2022"
"Indiana","Medicaid","NCIDDS-AD","95.3","2022"
"Kansas","Medicaid","NCIDDS-AD","94.4","2022"
"Kansas","Medicaid","NCIDDS-AD","93.8","2022"
"Kentucky","Medicaid","NCIDDS-AD","97.9","2022"
"Kentucky","Medicaid","NCIDDS-AD","73.4","2022"
"Maine","Medicaid","SAA-AD","58.9","2022"
"Maine","Medicaid","SSD-AD","71.4","2022"
"Maine","Medicaid","OUD-AD","77.7","2022"
"Maine","Medicaid","AMR-AD","67.0","2022"
"Maine","Medicaid","AMR-AD","66.9","2022"
"Maine","Medicaid","AMR-AD","67.0","2022"
"Maine","Medicaid","PCR-AD","1.2867","2022"
"Maine","Medicaid","PQI15-AD","1.6","2022"
"Maine","Medicaid","CCW-AD","25.1","2022"
"Maine","Medicaid","CCW-AD","19.4","2022"
"Maine","Medicaid","CCP-AD","11.4","2022"
"Maine","Medicaid","CCP-AD","41.6","2022"
"Maine","Medicaid","CCP-AD","2.1","2022"
"Maine","Medicaid","CCP-AD","15.0","2022"
"Maine","Medicaid","CCS-AD","46.5","2022"
"Maine","Medicaid","CHL-AD","46.7","2022"
"Maryland","Medicaid","AAB-AD","41.4","2022"
"Maryland","Medicaid","CBP-AD","58.8","2022"
"Maryland","Medicaid","BCS-AD","63.4","2022"
"Massachusetts","Medicaid","SAA-AD","69.4","2022"
"Massachusetts","Medicaid","COB-AD","3.6","2022"
"Massachusetts","Medicaid","SSD-AD","77.7","2022"
"Massachusetts","Medicaid","MSC-AD","74.3","2022"
"Massachusetts","Medicaid","MSC-AD","57.7","2022"
"Massachusetts","Medicaid","MSC-AD","49.9","2022"
"Massachusetts","Medicaid","OUD-AD","78.9","2022"
"Massachusetts","Medicaid","AMR-AD","51.2","2022"
"Massachusetts","Medicaid","AMR-AD","55.6","2022"
"Massachusetts","Medicaid","AMR-AD","52.6","2022"
"Massachusetts","Medicaid","PQI01-AD","12.0","2022"
"Massachusetts","Medicaid","PQI05-AD","33.0","2022"
"Massachusetts","Medicaid","PQI08-AD","16.5","2022"
"Massachusetts","Medicaid","PQI15-AD","4.2","2022"
"Massachusetts","Medicaid","NCIDDS-AD","93.7","2022"
"Massachusetts","Medicaid","NCIDDS-AD","96.7","2022"
"Massachusetts","Medicaid","CCS-AD","65.3","2022"
"Massachusetts","Medicaid","CHL-AD","68.8","2022"
"Massachusetts","Medicaid","FVA-AD","47.4","2022"
"Michigan","Medicaid","SAA-AD","58.3","2022"
"Michigan","Medicaid","AMM-AD","56.2","2022"
"Michigan","Medicaid","AMM-AD","34.3","2022"
"Michigan","Medicaid","COB-AD","15.3","2022"
"Michigan","Medicaid","SSD-AD","76.3","2022"
"Michigan","Medicaid","FUA-AD","14.9","2022"
"Michigan","Medicaid","FUA-AD","23.8","2022"
"Michigan","Medicaid","FUM-AD","41.6","2022"
"Michigan","Medicaid","FUM-AD","55.6","2022"
"Michigan","Medicaid","FUH-AD","43.4","2022"
"Michigan","Medicaid","FUH-AD","64.4","2022"
"Michigan","Medicaid","IET-AD","38.7","2022"
"Michigan","Medicaid","IET-AD","9.1","2022"
"Michigan","Medicaid","IET-AD","51.4","2022"
"Michigan","Medicaid","IET-AD","25.7","2022"
"Michigan","Medicaid","IET-AD","34.8","2022"
"Michigan","Medicaid","IET-AD","6.5","2022"
"Michigan","Medicaid","IET-AD","38.8","2022"
"Michigan","Medicaid","IET-AD","11.1","2022"
"Michigan","Medicaid","OHD-AD","3.0","2022"
"Michigan","Medicaid","AMR-AD","52.1","2022"
"Michigan","Medicaid","AMR-AD","53.9","2022"
"Michigan","Medicaid","AMR-AD","52.5","2022"
"Michigan","Medicaid","PQI01-AD","21.9","2022"
"Michigan","Medicaid","PQI05-AD","40.6","2022"
"Michigan","Medicaid","PQI08-AD","26.6","2022"
"Michigan","Medicaid","PQI15-AD","4.9","2022"
"Michigan","Medicaid","NCIDDS-AD","93.8","2022"
"Michigan","Medicaid","NCIDDS-AD","89.8","2022"
"Michigan","Medicaid","CCW-AD","22.7","2022"
"Michigan","Medicaid","CCW-AD","3.5","2022"
"Michigan","Medicaid","CCP-AD","11.6","2022"
"Michigan","Medicaid","CCP-AD","35.6","2022"
"Michigan","Medicaid","CCP-AD","1.3","2022"
"Michigan","Medicaid","CCP-AD","7.8","2022"
"Michigan","Medicaid","PPC-AD","65.0","2022"
"Michigan","Medicaid","BCS-AD","51.5","2022"
"Michigan","Medicaid","CCS-AD","41.4","2022"
"Michigan","Medicaid","CHL-AD","63.5","2022"
"Minnesota","Medicaid","NCIDDS-AD","90.7","2022"
"Minnesota","Medicaid","NCIDDS-AD","94.7","2022"
"Mississippi","Medicaid","SAA-AD","56.8","2022"
"Mississippi","Medicaid","COB-AD","4.0","2022"
"Mississippi","Medicaid","SSD-AD","70.5","2022"
"Mississippi","Medicaid","FUA-AD","4.0","2022"
"Mississippi","Medicaid","FUA-AD","6.8","2022"
"Mississippi","Medicaid","FUM-AD","28.4","2022"
"Mississippi","Medicaid","FUM-AD","42.5","2022"
"Mississippi","Medicaid","FUH-AD","30.5","2022"
"Mississippi","Medicaid","FUH-AD","54.4","2022"
"Mississippi","Medicaid","IET-AD","41.3","2022"
"Mississippi","Medicaid","IET-AD","4.8","2022"
"Mississippi","Medicaid","IET-AD","39.2","2022"
"Mississippi","Medicaid","IET-AD","16.3","2022"
"Mississippi","Medicaid","IET-AD","38.7","2022"
"Mississippi","Medicaid","IET-AD","5.2","2022"
"Mississippi","Medicaid","IET-AD","38.7","2022"
"Mississippi","Medicaid","IET-AD","5.2","2022"
"Mississippi","Medicaid","OHD-AD","1.4","2022"
"Mississippi","Medicaid","AAB-AD","40.6","2022"
"Mississippi","Medicaid","HPC-AD","53.8","2022"
"Mississippi","Medicaid","CBP-AD","55.5","2022"
"Mississippi","Medicaid","CCW-AD","21.2","2022"
"Mississippi","Medicaid","CCW-AD","2.2","2022"
"Mississippi","Medicaid","CCP-AD","11.9","2022"
"Mississippi","Medicaid","CCP-AD","42.9","2022"
"Mississippi","Medicaid","CCP-AD","0.5","2022"
"Mississippi","Medicaid","CCP-AD","7.9","2022"
"Mississippi","Medicaid","BCS-AD","47.8","2022"
"Mississippi","Medicaid","CCS-AD","52.8","2022"
"Mississippi","Medicaid","CHL-AD","60.2","2022"
"Missouri","Medicaid","NCIDDS-AD","93.7","2022"
"Missouri","Medicaid","NCIDDS-AD","95.2","2022"
"Nebraska","Medicaid","NCIDDS-AD","95.8","2022"
"Nebraska","Medicaid","NCIDDS-AD","88.6","2022"
"Nevada","Medicaid","SAA-AD","38.5","2022"
"Nevada","Medicaid","SSD-AD","74.4","2022"
"Nevada","Medicaid","FUA-AD","11.2","2022"
"Nevada","Medicaid","FUA-AD","15.5","2022"
"Nevada","Medicaid","FUM-AD","34.6","2022"
"Nevada","Medicaid","FUM-AD","45.2","2022"
"Nevada","Medicaid","FUH-AD","29.7","2022"
"Nevada","Medicaid","FUH-AD","45.6","2022"
"Nevada","Medicaid","IET-AD","40.6","2022"
"Nevada","Medicaid","IET-AD","11.3","2022"
"Nevada","Medicaid","IET-AD","55.5","2022"
"Nevada","Medicaid","IET-AD","23.0","2022"
"Nevada","Medicaid","IET-AD","42.7","2022"
"Nevada","Medicaid","IET-AD","11.0","2022"
"Nevada","Medicaid","IET-AD","43.0","2022"
"Nevada","Medicaid","IET-AD","13.1","2022"
"Nevada","Medicaid","AMR-AD","50.3","2022"
"Nevada","Medicaid","AMR-AD","51.8","2022"
"Nevada","Medicaid","AMR-AD","50.7","2022"
"Nevada","Medicaid","HPC-AD","43.2","2022"
"Nevada","Medicaid","CBP-AD","57.8","2022"
"Nevada","Medicaid","PCR-AD","1.2537","2022"
"Nevada","Medicaid","NCIDDS-AD","93.1","2022"
"Nevada","Medicaid","NCIDDS-AD","91.5","2022"
"Nevada","Medicaid","CCW-AD","16.2","2022"
"Nevada","Medicaid","CCW-AD","2.8","2022"
"Nevada","Medicaid","CCP-AD","8.7","2022"
"Nevada","Medicaid","CCP-AD","24.3","2022"
"Nevada","Medicaid","CCP-AD","0.2","2022"
"Nevada","Medicaid","CCP-AD","4.7","2022"
"Nevada","Medicaid","PPC-AD","71.6","2022"
"Nevada","Medicaid","BCS-AD","46.2","2022"
"New Hampshire","Medicaid","SAA-AD","72.2","2022"
"New Hampshire","Medicaid","AMM-AD","65.1","2022"
"New Hampshire","Medicaid","AMM-AD","50.0","2022"
"New Hampshire","Medicaid","COB-AD","23.2","2022"
"New Hampshire","Medicaid","SSD-AD","77.0","2022"
"New Hampshire","Medicaid","FUA-AD","30.5","2022"
"New Hampshire","Medicaid","FUA-AD","43.5","2022"
"New Hampshire","Medicaid","FUM-AD","65.9","2022"
"New Hampshire","Medicaid","FUM-AD","74.2","2022"
"New Hampshire","Medicaid","IET-AD","52.1","2022"
"New Hampshire","Medicaid","IET-AD","21.7","2022"
"New Hampshire","Medicaid","IET-AD","69.3","2022"
"New Hampshire","Medicaid","IET-AD","42.2","2022"
"New Hampshire","Medicaid","IET-AD","46.2","2022"
"New Hampshire","Medicaid","IET-AD","18.2","2022"
"New Hampshire","Medicaid","IET-AD","53.8","2022"
"New Hampshire","Medicaid","IET-AD","25.4","2022"
"New Hampshire","Medicaid","MSC-AD","75.6","2022"
"New Hampshire","Medicaid","MSC-AD","57.1","2022"
"New Hampshire","Medicaid","MSC-AD","51.6","2022"
"New Hampshire","Medicaid","OHD-AD","8.7","2022"
"New Hampshire","Medicaid","OUD-AD","79.7","2022"
"New Hampshire","Medicaid","AMR-AD","51.2","2022"
"New Hampshire","Medicaid","AMR-AD","53.7","2022"
"New Hampshire","Medicaid","AMR-AD","51.8","2022"
"New Hampshire","Medicaid","AAB-AD","44.6","2022"
"New Hampshire","Medicaid","HPC-AD","43.5","2022"
"New Hampshire","Medicaid","CBP-AD","57.0","2022"
"New Hampshire","Medicaid","PCR-AD","1.1658","2022"
"New Hampshire","Medicaid","PQI01-AD","14.2","2022"
"New Hampshire","Medicaid","PQI05-AD","23.9","2022"
"New Hampshire","Medicaid","PQI08-AD","16.1","2022"
"New Hampshire","Medicaid","PQI15-AD","DS","2022"
"New Hampshire","Medicaid","CCW-AD","25.8","2022"
"New Hampshire","Medicaid","CCW-AD","5.9","2022"
"New Hampshire","Medicaid","CCP-AD","12.3","2022"
"New Hampshire","Medicaid","CCP-AD","41.7","2022"
"New Hampshire","Medicaid","CCP-AD","1.7","2022"
"New Hampshire","Medicaid","CCP-AD","14.2","2022"
"New Hampshire","Medicaid","PPC-AD","79.0","2022"
"New Hampshire","Medicaid","BCS-AD","50.9","2022"
"New Hampshire","Medicaid","CCS-AD","57.3","2022"
"New Hampshire","Medicaid","CHL-AD","54.9","2022"
"New Hampshire","Medicaid","FVA-AD","45.4","2022"
"New Jersey","Medicaid","NCIDDS-AD","86.0","2022"
"New Jersey","Medicaid","NCIDDS-AD","93.2","2022"
"New Mexico","Medicaid","SAA-AD","54.0","2022"
"New Mexico","Medicaid","AMM-AD","61.8","2022"
"New Mexico","Medicaid","AMM-AD","43.1","2022"
"New Mexico","Medicaid","SSD-AD","78.1","2022"
"New Mexico","Medicaid","FUA-AD","15.1","2022"
"New Mexico","Medicaid","FUA-AD","22.5","2022"
"New Mexico","Medicaid","FUM-AD","40.6","2022"
"New Mexico","Medicaid","FUM-AD","53.8","2022"
"New Mexico","Medicaid","FUH-AD","31.5","2022"
"New Mexico","Medicaid","FUH-AD","49.4","2022"
"New Mexico","Medicaid","IET-AD","46.2","2022"
"New Mexico","Medicaid","IET-AD","17.2","2022"
"New Mexico","Medicaid","IET-AD","61.8","2022"
"New Mexico","Medicaid","IET-AD","24.1","2022"
"New Mexico","Medicaid","IET-AD","31.4","2022"
"New Mexico","Medicaid","IET-AD","16.4","2022"
"New Mexico","Medicaid","IET-AD","48.9","2022"
"New Mexico","Medicaid","IET-AD","18.1","2022"
"New Mexico","Medicaid","MSC-AD","64.6","2022"
"New Mexico","Medicaid","MSC-AD","40.9","2022"
"New Mexico","Medicaid","MSC-AD","35.6","2022"
"New Mexico","Medicaid","AMR-AD","63.9","2022"
"New Mexico","Medicaid","AMR-AD","68.5","2022"
"New Mexico","Medicaid","AMR-AD","65.3","2022"
"New Mexico","Medicaid","AAB-AD","43.0","2022"
"New Mexico","Medicaid","HPC-AD","52.6","2022"
"New Mexico","Medicaid","CBP-AD","49.6","2022"
"New Mexico","Medicaid","PCR-AD","0.6870","2022"
"New Mexico","Medicaid","PQI01-AD","17.5","2022"
"New Mexico","Medicaid","PPC-AD","65.7","2022"
"New Mexico","Medicaid","BCS-AD","36.1","2022"
"New Mexico","Medicaid","CCS-AD","44.0","2022"
"New Mexico","Medicaid","CHL-AD","54.9","2022"
"New Mexico","Medicaid","FVA-AD","40.2","2022"
"New York","Medicaid","SAA-AD","64.9","2022"
"New York","Medicaid","AMM-AD","56.9","2022"
"New York","Medicaid","AMM-AD","41.8","2022"
"New York","Medicaid","COB-AD","16.4","2022"
"New York","Medicaid","SSD-AD","75.7","2022"
"New York","Medicaid","FUA-AD","21.3","2022"
"New York","Medicaid","FUA-AD","27.4","2022"
"New York","Medicaid","FUM-AD","61.0","2022"
"New York","Medicaid","FUM-AD","70.7","2022"
"New York","Medicaid","FUH-AD","51.4","2022"
"New York","Medicaid","FUH-AD","66.6","2022"
"New York","Medicaid","MSC-AD","82.4","2022"
"New York","Medicaid","MSC-AD","67.4","2022"
"New York","Medicaid","MSC-AD","59.6","2022"
"New York","Medicaid","OUD-AD","65.2","2022"
"New York","Medicaid","AMR-AD","49.2","2022"
"New York","Medicaid","AMR-AD","50.3","2022"
"New York","Medicaid","AMR-AD","49.6","2022"
"New York","Medicaid","AAB-AD","45.3","2022"
"New York","Medicaid","HPC-AD","35.8","2022"
"New York","Medicaid","CBP-AD","64.0","2022"
"New York","Medicaid","PCR-AD","0.9598","2022"
"New York","Medicaid","PQI01-AD","11.4","2022"
"New York","Medicaid","PQI05-AD","27.8","2022"
"New York","Medicaid","PQI08-AD","17.1","2022"
"New York","Medicaid","PQI15-AD","4.9","2022"
"New York","Medicaid","NCIDDS-AD","86.3","2022"
"New York","Medicaid","NCIDDS-AD","91.8","2022"
"New York","Medicaid","CCW-AD","23.6","2022"
"New York","Medicaid","CCW-AD","3.5","2022"
"New York","Medicaid","CCP-AD","12.5","2022"
"New York","Medicaid","CCP-AD","37.5","2022"
"New York","Medicaid","CCP-AD","4.4","2022"
"New York","Medicaid","CCP-AD","10.5","2022"
"New York","Medicaid","PPC-AD","76.5","2022"
"New York","Medicaid","BCS-AD","57.6","2022"
"New York","Medicaid","CCS-AD","54.5","2022"
"New York","Medicaid","CHL-AD","68.5","2022"
"New York","Medicaid","FVA-AD","49.4","2022"
"North Carolina","Medicaid","SAA-AD","64.0","2022"
"North Carolina","Medicaid","AMM-AD","54.1","2022"
"North Carolina","Medicaid","AMM-AD","33.9","2022"
"North Carolina","Medicaid","COB-AD","13.1","2022"
"North Carolina","Medicaid","SSD-AD","77.1","2022"
"North Carolina","Medicaid","FUA-AD","15.5","2022"
"North Carolina","Medicaid","FUA-AD","23.2","2022"
"North Carolina","Medicaid","FUM-AD","38.8","2022"
"North Carolina","Medicaid","FUM-AD","52.9","2022"
"North Carolina","Medicaid","FUH-AD","20.3","2022"
"North Carolina","Medicaid","FUH-AD","35.4","2022"
"North Carolina","Medicaid","IET-AD","45.1","2022"
"North Carolina","Medicaid","IET-AD","12.5","2022"
"North Carolina","Medicaid","IET-AD","55.2","2022"
"North Carolina","Medicaid","IET-AD","29.7","2022"
"North Carolina","Medicaid","IET-AD","41.8","2022"
"North Carolina","Medicaid","IET-AD","10.2","2022"
"North Carolina","Medicaid","IET-AD","44.4","2022"
"North Carolina","Medicaid","IET-AD","16.0","2022"
"North Carolina","Medicaid","OHD-AD","7.7","2022"
"North Carolina","Medicaid","OUD-AD","56.1","2022"
"North Carolina","Medicaid","AMR-AD","60.9","2022"
"North Carolina","Medicaid","AMR-AD","56.7","2022"
"North Carolina","Medicaid","AMR-AD","60.1","2022"
"North Carolina","Medicaid","AAB-AD","52.9","2022"
"North Carolina","Medicaid","CBP-AD","24.6","2022"
"North Carolina","Medicaid","PCR-AD","0.9323","2022"
"North Carolina","Medicaid","PQI01-AD","19.6","2022"
"North Carolina","Medicaid","PQI05-AD","39.8","2022"
"North Carolina","Medicaid","PQI08-AD","32.7","2022"
"North Carolina","Medicaid","PQI15-AD","2.6","2022"
"North Carolina","Medicaid","NCIDDS-AD","85.1","2022"
"North Carolina","Medicaid","NCIDDS-AD","96.7","2022"
"North Carolina","Medicaid","CCW-AD","21.6","2022"
"North Carolina","Medicaid","CCW-AD","3.9","2022"
"North Carolina","Medicaid","CCP-AD","14.8","2022"
"North Carolina","Medicaid","CCP-AD","40.1","2022"
"North Carolina","Medicaid","CCP-AD","3.2","2022"
"North Carolina","Medicaid","CCP-AD","12.3","2022"
"North Carolina","Medicaid","PPC-AD","53.7","2022"
"North Carolina","Medicaid","BCS-AD","31.5","2022"
"North Carolina","Medicaid","CCS-AD","40.7","2022"
"North Carolina","Medicaid","CHL-AD","62.2","2022"
"North Dakota","Medicaid","SAA-AD","57.8","2022"
"North Dakota","Medicaid","SSD-AD","78.5","2022"
"North Dakota","Medicaid","OUD-AD","51.6","2022"
"North Dakota","Medicaid","AMR-AD","86.0","2022"
"North Dakota","Medicaid","AMR-AD","88.9","2022"
"North Dakota","Medicaid","AMR-AD","86.6","2022"
"North Dakota","Medicaid","HPC-AD","35.8","2022"
"North Dakota","Medicaid","CBP-AD","67.8","2022"
"North Dakota","Medicaid","PCR-AD","0.8511","2022"
"North Dakota","Medicaid","PQI15-AD","3.8","2022"
"North Dakota","Medicaid","CCW-AD","24.6","2022"
"North Dakota","Medicaid","CCW-AD","5.8","2022"
"North Dakota","Medicaid","CCP-AD","7.8","2022"
"North Dakota","Medicaid","CCP-AD","38.6","2022"
"North Dakota","Medicaid","CCP-AD","DS","2022"
"North Dakota","Medicaid","CCP-AD","10.8","2022"
"North Dakota","Medicaid","PPC-AD","43.8","2022"
"North Dakota","Medicaid","CCS-AD","41.3","2022"
"North Dakota","Medicaid","CHL-AD","41.3","2022"
"Ohio","Medicaid","NCIDDS-AD","89.3","2022"
"Ohio","Medicaid","NCIDDS-AD","94.5","2022"
"Oklahoma","Medicaid","NCIDDS-AD","83.4","2022"
"Oklahoma","Medicaid","NCIDDS-AD","99.4","2022"
"Oregon","Medicaid","NCIDDS-AD","91.2","2022"
"Oregon","Medicaid","NCIDDS-AD","88.1","2022"
"Pennsylvania","Medicaid","SAA-AD","66.3","2022"
"Pennsylvania","Medicaid","AMM-AD","61.2","2022"
"Pennsylvania","Medicaid","AMM-AD","43.8","2022"
"Pennsylvania","Medicaid","COB-AD","16.5","2022"
"Pennsylvania","Medicaid","SSD-AD","86.9","2022"
"Pennsylvania","Medicaid","FUA-AD","19.1","2022"
"Pennsylvania","Medicaid","FUA-AD","29.0","2022"
"Pennsylvania","Medicaid","FUM-AD","40.4","2022"
"Pennsylvania","Medicaid","FUM-AD","53.3","2022"
"Pennsylvania","Medicaid","FUH-AD","34.3","2022"
"Pennsylvania","Medicaid","FUH-AD","53.7","2022"
"Pennsylvania","Medicaid","IET-AD","32.7","2022"
"Pennsylvania","Medicaid","IET-AD","9.0","2022"
"Pennsylvania","Medicaid","IET-AD","38.3","2022"
"Pennsylvania","Medicaid","IET-AD","19.4","2022"
"Pennsylvania","Medicaid","IET-AD","35.7","2022"
"Pennsylvania","Medicaid","IET-AD","10.0","2022"
"Pennsylvania","Medicaid","IET-AD","34.0","2022"
"Pennsylvania","Medicaid","IET-AD","11.4","2022"
"Pennsylvania","Medicaid","MSC-AD","52.4","2022"
"Pennsylvania","Medicaid","MSC-AD","30.4","2022"
"Pennsylvania","Medicaid","MSC-AD","27.3","2022"
"Pennsylvania","Medicaid","OUD-AD","76.2","2022"
"Pennsylvania","Medicaid","AMR-AD","59.2","2022"
"Pennsylvania","Medicaid","AMR-AD","60.0","2022"
"Pennsylvania","Medicaid","AMR-AD","59.4","2022"
"Pennsylvania","Medicaid","AAB-AD","49.5","2022"
"Pennsylvania","Medicaid","HPC-AD","36.1","2022"
"Pennsylvania","Medicaid","CBP-AD","65.2","2022"
"Pennsylvania","Medicaid","PCR-AD","0.9478","2022"
"Pennsylvania","Medicaid","PQI01-AD","18.2","2022"
"Pennsylvania","Medicaid","PQI05-AD","34.8","2022"
"Pennsylvania","Medicaid","PQI08-AD","21.0","2022"
"Pennsylvania","Medicaid","PQI15-AD","5.5","2022"
"Pennsylvania","Medicaid","NCIDDS-AD","95.5","2022"
"Pennsylvania","Medicaid","NCIDDS-AD","97.1","2022"
"Pennsylvania","Medicaid","CCW-AD","26.6","2022"
"Pennsylvania","Medicaid","CCW-AD","4.2","2022"
"Pennsylvania","Medicaid","CCP-AD","18.0","2022"
"Pennsylvania","Medicaid","CCP-AD","42.3","2022"
"Pennsylvania","Medicaid","CCP-AD","5.6","2022"
"Pennsylvania","Medicaid","CCP-AD","12.0","2022"
"Pennsylvania","Medicaid","PPC-AD","79.6","2022"
"Pennsylvania","Medicaid","BCS-AD","50.9","2022"
"Pennsylvania","Medicaid","CCS-AD","60.5","2022"
"Pennsylvania","Medicaid","CHL-AD","61.4","2022"
"Pennsylvania","Medicaid","FVA-AD","40.8","2022"
"Puerto Rico","Medicaid","FUM-AD","19.2","2022"
"Puerto Rico","Medicaid","FUM-AD","60.7","2022"
"South Carolina","Medicaid","NCIDDS-AD","95.1","2022"
"South Carolina","Medicaid","NCIDDS-AD","97.4","2022"
"Tennessee","Medicaid","SAA-AD","60.9","2022"
"Tennessee","Medicaid","AMM-AD","58.5","2022"
"Tennessee","Medicaid","AMM-AD","40.3","2022"
"Tennessee","Medicaid","SSD-AD","81.7","2022"
"Tennessee","Medicaid","FUA-AD","6.1","2022"
"Tennessee","Medicaid","FUA-AD","9.9","2022"
"Tennessee","Medicaid","FUM-AD","33.7","2022"
"Tennessee","Medicaid","FUM-AD","47.5","2022"
"Tennessee","Medicaid","FUH-AD","36.7","2022"
"Tennessee","Medicaid","FUH-AD","56.5","2022"
"Tennessee","Medicaid","IET-AD","45.5","2022"
"Tennessee","Medicaid","IET-AD","12.2","2022"
"Tennessee","Medicaid","IET-AD","59.0","2022"
"Tennessee","Medicaid","IET-AD","29.5","2022"
"Tennessee","Medicaid","IET-AD","46.7","2022"
"Tennessee","Medicaid","IET-AD","13.8","2022"
"Tennessee","Medicaid","IET-AD","48.1","2022"
"Tennessee","Medicaid","IET-AD","16.9","2022"
"Tennessee","Medicaid","MSC-AD","75.1","2022"
"Tennessee","Medicaid","MSC-AD","46.1","2022"
"Tennessee","Medicaid","MSC-AD","41.9","2022"
"Tennessee","Medicaid","AMR-AD","54.6","2022"
"Tennessee","Medicaid","AMR-AD","52.6","2022"
"Tennessee","Medicaid","AMR-AD","54.3","2022"
"Tennessee","Medicaid","HPC-AD","38.8","2022"
"Tennessee","Medicaid","CBP-AD","64.4","2022"
"Tennessee","Medicaid","PCR-AD","1.0081","2022"
"Tennessee","Medicaid","PPC-AD","73.6","2022"
"Tennessee","Medicaid","BCS-AD","48.9","2022"
"Tennessee","Medicaid","CCS-AD","58.3","2022"
"Tennessee","Medicaid","CHL-AD","56.3","2022"
"Tennessee","Medicaid","FVA-AD","35.3","2022"
"Texas","Medicaid","SAA-AD","55.8","2022"
"Texas","Medicaid","AMM-AD","54.5","2022"
"Texas","Medicaid","AMM-AD","36.3","2022"
"Texas","Medicaid","COB-AD","15.9","2022"
"Texas","Medicaid","SSD-AD","78.7","2022"
"Texas","Medicaid","FUA-AD","3.5","2022"
"Texas","Medicaid","FUA-AD","5.8","2022"
"Texas","Medicaid","FUM-AD","25.4","2022"
"Texas","Medicaid","FUM-AD","40.0","2022"
"Texas","Medicaid","FUH-AD","31.0","2022"
"Texas","Medicaid","FUH-AD","51.4","2022"
"Texas","Medicaid","IET-AD","39.7","2022"
"Texas","Medicaid","IET-AD","7.6","2022"
"Texas","Medicaid","IET-AD","42.9","2022"
"Texas","Medicaid","IET-AD","13.8","2022"
"Texas","Medicaid","IET-AD","41.3","2022"
"Texas","Medicaid","IET-AD","9.8","2022"
"Texas","Medicaid","IET-AD","40.4","2022"
"Texas","Medicaid","IET-AD","9.6","2022"
"Texas","Medicaid","MSC-AD","61.0","2022"
"Texas","Medicaid","MSC-AD","38.8","2022"
"Texas","Medicaid","MSC-AD","30.5","2022"
"Texas","Medicaid","AMR-AD","63.2","2022"
"Texas","Medicaid","AMR-AD","55.3","2022"
"Texas","Medicaid","AMR-AD","61.1","2022"
"Texas","Medicaid","AAB-AD","43.6","2022"
"Texas","Medicaid","HPC-AD","52.1","2022"
"Texas","Medicaid","CBP-AD","53.3","2022"
