"state","population","measure_name","measure_abbreviation","state_rate","ffy","reporting_date","postcovid"
"Colorado","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","55.5",2022,2023-06-01,1
"Connecticut","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","90.6",2022,2023-06-01,1
"Connecticut","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","91.8",2022,2023-06-01,1
"Connecticut","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","47.3",2022,2023-06-01,1
"Delaware","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","70.1",2022,2023-06-01,1
"Delaware","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","65.5",2022,2023-06-01,1
"Delaware","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.1785",2022,2023-06-01,1
"Delaware","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","89.1",2022,2023-06-01,1
"Delaware","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","91.2",2022,2023-06-01,1
"Delaware","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","24.4",2022,2023-06-01,1
"Delaware","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.0",2022,2023-06-01,1
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","23.5",2022,2023-06-01,1
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","48.2",2022,2023-06-01,1
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","9.6",2022,2023-06-01,1
"Delaware","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","17.3",2022,2023-06-01,1
"Delaware","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","79.3",2022,2023-06-01,1
"Delaware","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","51.3",2022,2023-06-01,1
"Delaware","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","67.5",2022,2023-06-01,1
"Florida","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","60.4",2022,2023-06-01,1
"Florida","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","60.0",2022,2023-06-01,1
"Florida","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","42.3",2022,2023-06-01,1
"Florida","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","20.8",2022,2023-06-01,1
"Florida","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","77.9",2022,2023-06-01,1
"Florida","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","6.4",2022,2023-06-01,1
"Florida","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","9.7",2022,2023-06-01,1
"Florida","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","23.8",2022,2023-06-01,1
"Florida","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","35.9",2022,2023-06-01,1
"Florida","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","19.2",2022,2023-06-01,1
"Florida","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","34.0",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","45.5",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","6.3",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","48.8",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","12.6",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","40.0",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","4.7",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","41.7",2022,2023-06-01,1
"Florida","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","6.7",2022,2023-06-01,1
"Florida","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","72.5",2022,2023-06-01,1
"Florida","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","49.9",2022,2023-06-01,1
"Florida","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","43.6",2022,2023-06-01,1
"Florida","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","13.5",2022,2023-06-01,1
"Florida","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","49.5",2022,2023-06-01,1
"Florida","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","58.7",2022,2023-06-01,1
"Florida","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.4",2022,2023-06-01,1
"Florida","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","57.8",2022,2023-06-01,1
"Florida","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","48.9",2022,2023-06-01,1
"Florida","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","58.2",2022,2023-06-01,1
"Florida","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.0148",2022,2023-06-01,1
"Florida","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","92.4",2022,2023-06-01,1
"Florida","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","81.7",2022,2023-06-01,1
"Florida","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","20.4",2022,2023-06-01,1
"Florida","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","3.6",2022,2023-06-01,1
"Florida","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","10.3",2022,2023-06-01,1
"Florida","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","32.6",2022,2023-06-01,1
"Florida","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","0.8",2022,2023-06-01,1
"Florida","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","6.6",2022,2023-06-01,1
"Florida","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","70.4",2022,2023-06-01,1
"Florida","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","48.6",2022,2023-06-01,1
"Florida","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","55.2",2022,2023-06-01,1
"Florida","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","64.9",2022,2023-06-01,1
"Georgia","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.4",2022,2023-06-01,1
"Georgia","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","58.0",2022,2023-06-01,1
"Georgia","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.6",2022,2023-06-01,1
"Georgia","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","97.1",2022,2023-06-01,1
"Georgia","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","95.6",2022,2023-06-01,1
"Georgia","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","47.8",2022,2023-06-01,1
"Georgia","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","61.1",2022,2023-06-01,1
"Georgia","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","64.1",2022,2023-06-01,1
"Illinois","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","96.5",2022,2023-06-01,1
"Illinois","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","97.0",2022,2023-06-01,1
"Indiana","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","90.2",2022,2023-06-01,1
"Indiana","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","95.3",2022,2023-06-01,1
"Kansas","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","94.4",2022,2023-06-01,1
"Kansas","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","93.8",2022,2023-06-01,1
"Kentucky","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","97.9",2022,2023-06-01,1
"Kentucky","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","73.4",2022,2023-06-01,1
"Maine","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","58.9",2022,2023-06-01,1
"Maine","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","71.4",2022,2023-06-01,1
"Maine","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","77.7",2022,2023-06-01,1
"Maine","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","67.0",2022,2023-06-01,1
"Maine","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","66.9",2022,2023-06-01,1
"Maine","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","67.0",2022,2023-06-01,1
"Maine","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.2867",2022,2023-06-01,1
"Maine","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","1.6",2022,2023-06-01,1
"Maine","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","25.1",2022,2023-06-01,1
"Maine","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","19.4",2022,2023-06-01,1
"Maine","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","11.4",2022,2023-06-01,1
"Maine","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","41.6",2022,2023-06-01,1
"Maine","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","2.1",2022,2023-06-01,1
"Maine","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","15.0",2022,2023-06-01,1
"Maine","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","46.5",2022,2023-06-01,1
"Maine","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","46.7",2022,2023-06-01,1
"Maryland","Medicaid","Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Age 18 and Older","AAB-AD","41.4",2022,2023-06-01,1
"Maryland","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","58.8",2022,2023-06-01,1
"Maryland","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","63.4",2022,2023-06-01,1
"Massachusetts","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","69.4",2022,2023-06-01,1
"Massachusetts","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","3.6",2022,2023-06-01,1
"Massachusetts","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","77.7",2022,2023-06-01,1
"Massachusetts","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","74.3",2022,2023-06-01,1
"Massachusetts","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","57.7",2022,2023-06-01,1
"Massachusetts","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","49.9",2022,2023-06-01,1
"Massachusetts","Medicaid","Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64","OUD-AD","78.9",2022,2023-06-01,1
"Massachusetts","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","51.2",2022,2023-06-01,1
"Massachusetts","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.6",2022,2023-06-01,1
"Massachusetts","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","52.6",2022,2023-06-01,1
"Massachusetts","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","12.0",2022,2023-06-01,1
"Massachusetts","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","33.0",2022,2023-06-01,1
"Massachusetts","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","16.5",2022,2023-06-01,1
"Massachusetts","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","4.2",2022,2023-06-01,1
"Massachusetts","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","93.7",2022,2023-06-01,1
"Massachusetts","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","96.7",2022,2023-06-01,1
"Massachusetts","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","65.3",2022,2023-06-01,1
"Massachusetts","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","68.8",2022,2023-06-01,1
"Massachusetts","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","47.4",2022,2023-06-01,1
"Michigan","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","58.3",2022,2023-06-01,1
"Michigan","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","56.2",2022,2023-06-01,1
"Michigan","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","34.3",2022,2023-06-01,1
"Michigan","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","15.3",2022,2023-06-01,1
"Michigan","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","76.3",2022,2023-06-01,1
"Michigan","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","14.9",2022,2023-06-01,1
"Michigan","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","23.8",2022,2023-06-01,1
"Michigan","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","41.6",2022,2023-06-01,1
"Michigan","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","55.6",2022,2023-06-01,1
"Michigan","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","43.4",2022,2023-06-01,1
"Michigan","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","64.4",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.7",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","9.1",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","51.4",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","25.7",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","34.8",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","6.5",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.8",2022,2023-06-01,1
"Michigan","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","11.1",2022,2023-06-01,1
"Michigan","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","3.0",2022,2023-06-01,1
"Michigan","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","52.1",2022,2023-06-01,1
"Michigan","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","53.9",2022,2023-06-01,1
"Michigan","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","52.5",2022,2023-06-01,1
"Michigan","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","21.9",2022,2023-06-01,1
"Michigan","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","40.6",2022,2023-06-01,1
"Michigan","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","26.6",2022,2023-06-01,1
"Michigan","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","4.9",2022,2023-06-01,1
"Michigan","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","93.8",2022,2023-06-01,1
"Michigan","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","89.8",2022,2023-06-01,1
"Michigan","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","22.7",2022,2023-06-01,1
"Michigan","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","3.5",2022,2023-06-01,1
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","11.6",2022,2023-06-01,1
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","35.6",2022,2023-06-01,1
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","1.3",2022,2023-06-01,1
"Michigan","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","7.8",2022,2023-06-01,1
"Michigan","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","65.0",2022,2023-06-01,1
"Michigan","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","51.5",2022,2023-06-01,1
"Michigan","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","41.4",2022,2023-06-01,1
"Michigan","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","63.5",2022,2023-06-01,1
"Minnesota","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","90.7",2022,2023-06-01,1
"Minnesota","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","94.7",2022,2023-06-01,1
"Mississippi","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","56.8",2022,2023-06-01,1
"Mississippi","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","4.0",2022,2023-06-01,1
